,City_Name,Lat,Lon,Max_Temp,Humidity,Cloudiness,Wind_Speed,Country,Date
402,deputatskiy,69.3,139.9,15.98,89,78,3.62,RU,1588477597
403,florianopolis,-27.61,-48.5,64.4,68,0,9.17,BR,1588477475
404,acari,-15.43,-74.62,72.93,61,95,3.24,PE,1588477597
405,padang,-0.95,100.35,85.17,64,95,2.8,ID,1588477364
406,kiunga,-6.12,141.29,92.73,52,91,2.19,PG,1588477598
407,santa fe,-31.63,-60.7,60.01,78,0,1.99,AR,1588477598
408,ust-kulom,61.69,53.69,33.75,83,0,5.53,RU,1588477598
409,alice springs,-23.7,133.88,66.2,42,0,16.11,AU,1588477599
410,batemans bay,-35.72,150.18,68,29,45,3,AU,1588477299
411,mragowo,53.86,21.31,42.84,91,10,4.54,PL,1588477599
412,lolua,,,,,,,,
413,bang saphan,11.21,99.51,89.6,75,40,4.7,TH,1588477600
414,fairbanks,64.84,-147.72,50,21,1,17.22,US,1588477465
415,ostrovnoy,68.05,39.51,30.58,92,100,9.73,RU,1588477600
416,ancud,-41.87,-73.82,52,100,40,11.41,CL,1588477600
417,pontianak,-0.03,109.33,84.2,79,40,3.36,ID,1588477427
418,partsa,54.37,42.86,46.89,75,44,10.6,RU,1588477601
419,mango,27.98,-82.31,73.4,73,90,5.82,US,1588477592
420,jiddah,,,,,,,,
421,abay,49.63,72.85,60.8,44,100,6.71,KZ,1588477601
422,alanya,36.54,32,63.63,70,100,4.9,TR,1588477438
423,longlac,,,,,,,,
424,vaitupu,,,,,,,,
425,dulce nombre de culmi,15.1,-85.53,68.49,73,80,1.99,HN,1588477602
426,kralendijk,12.15,-68.27,80.6,83,59,17.22,BQ,1588477602
427,marsh harbour,26.54,-77.06,74.64,61,89,12.62,BS,1588477602
428,whitianga,-36.83,175.7,64.99,97,100,11.01,NZ,1588477603
429,tolaga bay,-38.37,178.3,66.97,64,99,13.58,NZ,1588477603
430,xapuri,-10.65,-68.5,74.44,87,80,2.55,BR,1588477603
431,farafangana,-22.82,47.83,71.6,90,14,4.36,MG,1588477603
432,galatas,37.5,23.45,64,78,0,8.01,GR,1588477603
433,sur,22.57,59.53,92.05,43,0,7.25,OM,1588477604
434,bang mun nak,16.03,100.38,96.37,46,1,2.21,TH,1588477604
435,cerasu,45.32,26.03,48.99,92,100,7.34,RO,1588477604
436,olinda,-8.01,-34.86,82.4,74,75,9.17,BR,1588477604
437,aykhal,66,111.5,35.6,37,72,4.47,RU,1588477605
438,mandera,3.94,41.87,80.01,17,33,13.65,KE,1588477605
439,kitimat,54.05,-128.65,46,87,100,4,CA,1588477430
440,centralia,46.72,-122.95,50,76,40,2.57,US,1588477605
441,masaka,-0.33,31.73,64.38,65,100,1.45,UG,1588477606
442,zilair,52.23,57.44,47.37,68,8,6.33,RU,1588477606
443,danville,36.59,-79.39,60.01,67,1,3.36,US,1588477606
444,dolores,-36.31,-57.68,51.46,93,59,4.97,AR,1588477606
445,awjilah,29.11,21.29,60.66,57,55,5.03,LY,1588477606
446,diamantino,-14.41,-56.45,70.97,70,100,2.1,BR,1588477607
447,tchaourou,8.89,2.6,75.56,80,100,7.4,BJ,1588477607
448,teya,60.38,92.63,44.01,67,90,6.06,RU,1588477607
449,san cristobal,7.77,-72.22,68.41,61,91,1.57,VE,1588477607
450,praxedis guerrero,31.37,-106.02,89.6,11,5,11.41,MX,1588477608
451,vostok,46.49,135.88,53.91,29,76,8.12,RU,1588477608
452,ruwi,23.6,58.55,95,34,0,10.29,OM,1588477608
453,san patricio,19.22,-104.7,72.72,75,0,7.11,MX,1588477609
454,caramay,10.18,119.24,86.74,68,60,6.93,PH,1588477609
455,elmira,42.09,-76.81,57.2,71,90,4.7,US,1588477609
456,dolbeau,,,,,,,,
457,cheuskiny,,,,,,,,
458,sohbatpur,28.52,68.54,100.92,16,0,8.99,PK,1588477610
459,yeppoon,-23.13,150.73,75.2,31,95,11.41,AU,1588477529
460,axim,4.87,-2.24,80.44,88,74,5.91,GH,1588477610
461,maryville,35.76,-83.97,69.01,56,20,10.29,US,1588477610
462,barbar,,,,,,,,
463,meulaboh,4.14,96.13,85.98,63,91,3.69,ID,1588477611
464,nam tha,,,,,,,,
465,otane,-39.88,176.63,67.3,57,100,11.79,NZ,1588477611
466,hasaki,35.73,140.83,82,42,97,9.17,JP,1588477611
467,cascais,38.7,-9.42,62.01,88,100,7.99,PT,1588477612
468,panama city,8.99,-79.52,82.4,74,54,5.82,PA,1588477343
469,haines junction,60.75,-137.51,44.58,56,100,3.96,CA,1588477612
470,zarya,55.76,38.1,51.8,66,29,6.71,RU,1588477612
471,verkhnyaya balkariya,43.13,43.46,57.2,71,90,3.8,RU,1588477612
472,dzaoudzi,-12.79,45.27,82.4,74,40,13.87,YT,1588477613
473,horconcitos,8.47,-81.8,78.01,86,93,6.22,PA,1588477613
474,hommelvik,63.41,10.79,41,86,100,20.8,NO,1588477613
475,herat,34.5,62,66.2,63,0,2.24,AF,1588477613
476,san angelo,31.46,-100.44,84.99,39,0,5.99,US,1588477614
477,verkhnyaya sinyachikha,57.98,61.67,41.16,64,64,7.72,RU,1588477614
478,mildura,-34.2,142.15,60.01,54,40,8.05,AU,1588477614
479,charters towers,-20.1,146.27,77.36,17,32,9.06,AU,1588477614
480,pemangkat,1.17,108.97,83.05,72,100,7.63,ID,1588477562
481,bambous virieux,-20.34,57.76,75.99,94,75,9.17,MU,1588477614
482,winneba,5.35,-0.62,82.4,88,20,8.05,GH,1588477615
483,sept-iles,50.2,-66.38,37,69,5,5.82,CA,1588477615
484,banda aceh,5.56,95.32,85.73,65,100,5.61,ID,1588477615
485,raga,8.46,25.68,73.13,69,97,7.65,SS,1588477616
486,pacific grove,36.62,-121.92,59,92,44,1.99,US,1588477616
487,halalo,,,,,,,,
488,tiarei,-17.53,-149.33,86,70,58,11.41,PF,1588477616
489,gimli,50.63,-96.99,34,73,77,7,CA,1588477616
490,chinhoyi,-17.37,30.2,57.74,56,1,3.47,ZW,1588477616
491,yuanping,38.72,112.76,93.27,8,1,5.84,CN,1588477617
492,joshimath,30.57,79.57,63.93,23,49,4.61,IN,1588477617
493,ulagan,50.63,87.96,61.21,24,73,0.96,RU,1588477617
494,stutterheim,-32.57,27.42,60.8,82,10,13.87,ZA,1588477617
495,murgab,37.5,61.97,66.2,82,75,12.48,TM,1588477617
496,narsaq,60.92,-46.05,41,92,100,10.29,GL,1588477618
497,krasnovishersk,60.41,57.08,32.9,87,85,5.99,RU,1588477618
498,bilma,18.69,12.92,79.99,15,0,14.12,NE,1588477618
499,atasu,48.68,71.64,56.3,56,100,12.35,KZ,1588477618
500,cockburn town,21.46,-71.14,79.97,81,43,11.41,TC,1588477619
501,kamenskoye,,,,,,,,
502,novyye burasy,52.13,46.07,51.01,44,22,5.99,RU,1588477619
503,pochutla,15.74,-96.47,84,75,37,3.71,MX,1588477619
504,koslan,63.46,48.9,34.9,79,77,3.65,RU,1588477620
505,vardo,70.37,31.11,36.03,82,77,14.85,NO,1588477620
506,soloneshnoye,51.65,84.32,64.65,39,97,2.71,RU,1588477620
507,ballymena,54.86,-6.28,42.8,87,85,5.82,GB,1588477620
508,chicama,-7.84,-79.15,70.81,75,23,5.79,PE,1588477620
509,namibe,-15.2,12.15,75.07,69,0,4.88,AO,1588477621
510,mitu,1.2,-70.17,73.56,94,100,3,CO,1588477621
511,novyy urengoy,66.08,76.63,28.47,97,100,5.53,RU,1588477621
512,kyzyl-suu,42.34,78,56.97,31,100,4.09,KG,1588477621
513,bitung,1.45,125.18,89.6,59,20,4.7,ID,1588477622
514,uzumlu,,,,,,,,
515,jamame,0.07,42.75,79.45,82,100,10.92,SO,1588477622
516,huilong,31.81,121.66,89.01,58,0,8.01,CN,1588477622
517,santa cruz,-17.8,-63.17,68.4,75,98,4.76,BO,1588477622
518,katobu,-4.94,122.53,85.96,70,39,5.79,ID,1588477623
519,marivan,35.52,46.18,56.88,31,57,5.97,IR,1588477623
520,palembang,-2.92,104.75,82.4,83,40,2.24,ID,1588477360
521,sobolevo,54.43,31.9,51.53,89,60,6.85,RU,1588477623
522,asfi,32.3,-9.24,77.56,42,0,10.94,MA,1588477623
523,muzhi,65.37,64.67,27.27,95,99,13.47,RU,1588477624
524,humberto de campos,-2.6,-43.46,76.26,93,0,3.94,BR,1588477624
525,capaci,38.17,13.24,68,64,45,3,IT,1588477624
526,nalut,30.33,10.85,65.82,34,23,10.04,LY,1588477624
527,sortavala,61.71,30.69,41.58,85,100,10.58,RU,1588477625
528,marzuq,14.4,46.47,77,40,20,4.23,YE,1588477625
529,grand gaube,-20.01,57.66,75.99,82,17,7,MU,1588477625
530,talcahuano,-36.72,-73.12,53.6,100,75,1.16,CL,1588477625
531,port keats,-14.25,129.55,84.42,27,14,11.07,AU,1588477625
532,sibolga,1.74,98.78,82.26,76,85,2.91,ID,1588477625
533,sundsvall,62.39,17.31,32,85,40,6.93,SE,1588477626
534,zaplyusye,,,,,,,,
535,kolpashevo,58.31,82.91,56.53,57,100,16.87,RU,1588477626
536,lamu,-2.27,40.9,80.29,84,100,13.8,KE,1588477626
537,ucluelet,48.93,-125.55,48,88,32,1.01,CA,1588477627
538,madhugiri,13.66,77.21,88.32,34,21,4.63,IN,1588477627
539,falkenberg,56.91,12.49,46,93,7,2.24,SE,1588477627
540,kajiado,-1.85,36.78,62.6,93,40,1.99,KE,1588477627
541,boda,4.32,17.47,71.33,69,32,4.03,CF,1588477627
542,sokolo,14.73,-6.12,87.17,12,0,9.19,ML,1588477628
543,flinders,-34.58,150.86,64.99,34,20,8.05,AU,1588477628
544,san juan de los morros,9.91,-67.35,76.35,66,89,3.69,VE,1588477628
545,kailaras,26.32,77.62,98.65,15,0,5.19,IN,1588477628
546,constantine,36.37,6.61,50,93,22,2.24,DZ,1588477388
547,marawi,8,124.29,81.03,56,100,4.03,PH,1588477629
548,banff,51.18,-115.57,38.46,45,91,2.51,CA,1588477524
549,mayo,38.89,-76.51,59,67,1,6.93,US,1588477629
550,tazmalt,36.39,4.4,57.2,93,14,6.93,DZ,1588477629
551,iwanai,42.97,140.51,67.24,63,76,3.8,JP,1588477629
552,osakarovka,50.56,72.57,63.84,33,100,1.41,KZ,1588477630
553,amga,60.9,131.96,36.34,70,39,12.15,RU,1588477630
554,isabela,6.71,121.97,86,79,75,13.87,PH,1588477630
555,gamba,-2.65,10,78.55,90,80,5.5,GA,1588477630
556,gao,16.64,1.64,84.51,12,0,11.03,ML,1588477630
557,dunedin,-45.87,170.5,64,58,56,1.01,NZ,1588477631
558,morondava,-20.28,44.28,70.25,82,0,4.43,MG,1588477631
559,saint anthony,45.02,-93.22,62.6,29,1,5.82,US,1588477631
560,vila franca do campo,37.72,-25.43,57.2,71,40,5.82,PT,1588477631
561,taber,49.82,-112.15,51.8,34,75,6.93,CA,1588477545
562,banjar,-8.19,114.97,86,84,20,9.17,ID,1588477632
563,zemio,5.03,25.14,68.9,79,100,3.04,CF,1588477632
564,madera,37.17,-119.83,63,62,26,6.17,US,1588477421
565,alotau,,,,,,,,
566,pangnirtung,66.15,-65.71,18.27,88,84,5.7,CA,1588477633
567,senneterre,48.38,-77.23,44.6,93,90,3.36,CA,1588477633
568,caceres,39.52,-6.37,57,86,97,3.6,ES,1588477633
569,jibuti,11.5,42.5,87.8,70,1,3.85,DJ,1588477633
570,hirado,33.36,129.55,66.2,93,75,8.05,JP,1588477634
571,muyezerskiy,63.93,31.65,36.97,84,100,7.85,RU,1588477634
572,sfantu gheorghe,45.87,25.78,50,81,100,1.77,RO,1588477634
573,pasighat,28.07,95.33,76.06,72,100,1.14,IN,1588477634
574,zhanakorgan,43.91,67.25,68.52,46,52,3.8,KZ,1588477634
575,auki,-8.77,160.7,86.22,70,75,2.57,SB,1588477634
576,hervey bay,-25.3,152.85,73.99,39,22,8.99,AU,1588477635
577,lata,40.16,-8.33,57,93,100,2.24,PT,1588477635
578,aklavik,68.22,-135.01,17.6,72,90,12.75,CA,1588477635
579,umm kaddadah,13.6,26.69,76.15,11,78,7.63,SD,1588477635
580,crab hill,,,,,,,,
581,strelka,58.07,93.03,48.74,58,6,6.76,RU,1588477636
582,kosh,40.3,44.16,53.6,76,16,3.36,AM,1588477636
583,warqla,,,,,,,,
584,siilinjarvi,63.08,27.67,39.2,93,90,8.05,FI,1588477636
585,shirgaon,19.7,72.7,86,74,40,5.06,IN,1588477637
586,rio grande,-32.03,-52.1,48,96,17,5.41,BR,1588477637
587,sao filipe,14.9,-24.5,76.78,53,0,10.31,CV,1588477637
588,capitao poco,-1.75,-47.06,73.13,96,42,2.59,BR,1588477637
589,victor harbor,-35.57,138.62,60.01,65,97,5.68,AU,1588477637
590,taltal,-25.4,-70.48,61.16,74,89,4.52,CL,1588477637
591,tumannyy,,,,,,,,
592,itarantim,-15.66,-40.07,68.59,89,14,0.87,BR,1588477638
593,bani walid,31.76,13.99,66.31,38,0,7.87,LY,1588477638
594,killybegs,54.63,-8.45,43.11,85,91,6.8,IE,1588477638
595,nevelsk,46.67,141.86,62.6,25,90,8.95,RU,1588477638
596,sao joao da barra,-21.64,-41.05,71.11,90,0,14.79,BR,1588477639
597,baijiantan,45.63,85.18,77.05,17,69,5.77,CN,1588477639
598,lukulu,-14.37,23.24,59.61,47,10,3.44,ZM,1588477639
599,vila,42.03,-8.16,51.01,95,100,2.98,PT,1588477639
600,the valley,18.22,-63.06,80.6,74,20,6.93,AI,1588477639
601,preobrazheniye,42.9,133.91,62.01,60,42,10,RU,1588477640
602,anastacio,-20.48,-55.81,73.18,56,0,2.75,BR,1588477640
603,fabriano,43.34,12.91,55,85,59,1.99,IT,1588477640
604,bentiu,9.23,29.83,81.5,53,22,4.03,SS,1588477640
605,qasigiannguit,68.82,-51.19,26.6,86,94,3.36,GL,1588477640
606,hals,57,10.31,44.01,93,0,4,DK,1588477641
607,hoquiam,46.98,-123.89,51.8,71,20,14.99,US,1588477641
608,great bend,38.36,-98.76,66.2,52,75,11.41,US,1588477641
609,lomovka,53.92,58.37,41,65,75,11.18,RU,1588477641
610,letka,59.6,49.42,38.14,71,30,4.03,RU,1588477641
611,honiara,-9.43,159.95,89.6,70,20,8.05,SB,1588477642
612,qobustan,40.08,49.41,55.4,100,90,9.17,AZ,1588477642
613,juneau,58.3,-134.42,53.6,54,90,6.93,US,1588477344
614,miramar,25.99,-80.23,75.99,57,1,5.82,US,1588477642
615,den helder,52.96,4.76,50,81,75,6.93,NL,1588477642
